onset	duration	nwb_table	Run	TrialNumber	finger	finger_pred	cue_location
90.79660433333333	149.1484	epochs	0				
90.79660433333333	3.0	trials	0	1.0	I	P	7.0
93.92680433333334	3.0	trials	0	2.0	T	T	11.0
97.056771	3.0	trials	0	3.0	R	R	6.0
100.156771	3.0	trials	0	4.0	X	X	1.0
103.25697100000001	3.0	trials	0	5.0	P	P	3.0
106.37600433333334	3.0	trials	0	6.0	M	M	12.0
109.486171	3.0	trials	0	7.0	P	P	8.0
112.58617100000001	3.0	trials	0	8.0	I	I	2.0
115.68633766666667	3.0	trials	0	9.0	T	T	9.0
118.79633766666667	3.0	trials	0	10.0	X	R	10.0
121.91653766666667	3.0	trials	0	11.0	M	M	5.0
125.02557100000001	3.0	trials	0	12.0	R	R	4.0
128.16560433333333	3.0	trials	0	13.0	M	M	11.0
131.245771	3.0	trials	0	14.0	I	I	9.0
134.345871	3.0	trials	0	15.0	R	P	12.0
137.445771	3.0	trials	0	16.0	P	P	10.0
140.554971	3.0	trials	0	17.0	X	M	4.0
143.675171	3.0	trials	0	18.0	T	T	8.0
146.785171	3.0	trials	0	19.0	P	P	7.0
149.895371	3.0	trials	0	20.0	X	X	5.0
152.98533766666668	3.0	trials	0	21.0	T	T	3.0
156.105371	3.0	trials	0	22.0	M	M	6.0
159.214371	3.0	trials	0	23.0	I	I	2.0
162.33460433333335	3.0	trials	0	24.0	R	R	1.0
165.454771	3.0	trials	0	25.0	M	R	12.0
168.58480433333335	3.0	trials	0	26.0	R	R	2.0
171.68480433333332	3.0	trials	0	27.0	P	P	11.0
174.78497099999998	3.0	trials	0	28.0	T	T	1.0
177.87397099999998	3.0	trials	0	29.0	X	M	7.0
180.974171	3.0	trials	0	30.0	I	I	4.0
184.074171	3.0	trials	0	31.0	T	T	10.0
187.174371	3.0	trials	0	32.0	I	I	5.0
190.304371	3.0	trials	0	33.0	M	M	6.0
193.42353766666668	3.0	trials	0	34.0	R	P	8.0
196.543571	3.0	trials	0	35.0	P	P	9.0
199.67373766666668	3.0	trials	0	36.0	X	X	3.0
202.80373766666668	3.0	trials	0	37.0	X	X	4.0
205.90373766666667	3.0	trials	0	38.0	R	R	6.0
208.99393766666668	3.0	trials	0	39.0	T	T	12.0
212.10303766666667	3.0	trials	0	40.0	P	R	7.0
215.20303766666666	3.0	trials	0	41.0	M	M	2.0
218.303171	3.0	trials	0	42.0	I	I	8.0
221.413171	3.0	trials	0	43.0	I	I	9.0
224.50333766666668	3.0	trials	0	44.0	T	T	5.0
227.613371	3.0	trials	0	45.0	M	R	11.0
230.71260433333333	3.0	trials	0	46.0	X	M	3.0
233.83260433333334	3.0	trials	0	47.0	R	R	10.0
236.94500433333334	3.0	trials	0	48.0	P	R	1.0
336.976484	149.88599999999997	epochs	1				
336.976484	3.0	trials	1	1.0	T	T	9.0
340.11951733333336	3.0	trials	1	2.0	M	M	10.0
343.22665066666667	3.0	trials	1	3.0	R	R	5.0
346.33671733333335	3.0	trials	1	4.0	X	X	4.0
349.4369173333334	3.0	trials	1	5.0	I	I	1.0
352.536084	3.0	trials	1	6.0	P	P	7.0
355.62608400000005	3.0	trials	1	7.0	M	M	6.0
358.726084	3.0	trials	1	8.0	T	T	11.0
361.836084	3.0	trials	1	9.0	X	X	2.0
364.926284	3.0	trials	1	10.0	P	P	3.0
368.04528400000004	3.0	trials	1	11.0	R	R	8.0
371.16551733333336	3.0	trials	1	12.0	I	I	12.0
374.315484	3.0	trials	1	13.0	R	R	11.0
377.4056506666667	3.0	trials	1	14.0	X	X	3.0
380.5257173333334	3.0	trials	1	15.0	P	P	5.0
383.6123506666667	3.0	trials	1	16.0	I	I	4.0
386.7149506666667	3.0	trials	1	17.0	M	M	12.0
389.81491733333337	3.0	trials	1	18.0	T	T	1.0
392.925084	3.0	trials	1	19.0	X	X	7.0
396.025084	3.0	trials	1	20.0	M	M	10.0
399.1452506666667	3.0	trials	1	21.0	T	T	9.0
402.2552506666667	3.0	trials	1	22.0	I	I	8.0
405.3642506666667	3.0	trials	1	23.0	R	R	6.0
408.45441733333337	3.0	trials	1	24.0	P	T	2.0
411.62451733333336	3.0	trials	1	25.0	P	P	7.0
414.934484	3.0	trials	1	26.0	X	X	11.0
418.044684	3.0	trials	1	27.0	M	M	2.0
421.1439173333334	3.0	trials	1	28.0	R	R	4.0
424.23388400000005	3.0	trials	1	29.0	T	T	9.0
427.334084	3.0	trials	1	30.0	I	I	3.0
430.43408400000004	3.0	trials	1	31.0	P	P	1.0
433.56428400000004	3.0	trials	1	32.0	M	M	12.0
436.67428400000006	3.0	trials	1	33.0	X	X	5.0
439.77328400000005	3.0	trials	1	34.0	I	I	6.0
442.8735173333333	3.0	trials	1	35.0	R	R	10.0
446.0035173333334	3.0	trials	1	36.0	T	X	8.0
449.1235173333333	3.0	trials	1	37.0	P	P	5.0
452.21368400000006	3.0	trials	1	38.0	T	T	11.0
455.302684	3.0	trials	1	39.0	X	M	12.0
458.4629173333334	3.0	trials	1	40.0	I	I	3.0
461.592884	3.0	trials	1	41.0	R	R	10.0
464.74308400000007	3.0	trials	1	42.0	M	M	1.0
467.89308400000004	3.0	trials	1	43.0	P	P	8.0
471.053084	3.0	trials	1	44.0	I	I	7.0
474.21228400000007	3.0	trials	1	45.0	T	T	6.0
477.39225066666665	3.0	trials	1	46.0	M	M	4.0
480.62251733333335	3.0	trials	1	47.0	X	T	9.0
483.862484	3.0	trials	1	48.0	R	R	2.0
536.1480919999999	149.14499999999998	epochs	2				
536.1480919999999	3.0	trials	2	1.0	M	M	1.0
539.2580919999999	3.0	trials	2	2.0	R	R	2.0
542.3972253333333	3.0	trials	2	3.0	X	X	11.0
545.4872586666667	3.0	trials	2	4.0	P	P	6.0
548.5772919999999	3.0	trials	2	5.0	I	I	10.0
551.6874919999999	3.0	trials	2	6.0	T	T	8.0
554.8175253333333	3.0	trials	2	7.0	M	M	3.0
557.9175253333333	3.0	trials	2	8.0	I	I	7.0
561.0267253333333	3.0	trials	2	9.0	T	T	9.0
564.1669253333333	3.0	trials	2	10.0	R	R	12.0
567.2870919999999	3.0	trials	2	11.0	X	X	4.0
570.3970919999999	3.0	trials	2	12.0	P	P	5.0
573.5170919999999	3.0	trials	2	13.0	P	P	4.0
576.627092	3.0	trials	2	14.0	R	R	3.0
579.716292	3.0	trials	2	15.0	X	X	10.0
582.846292	3.0	trials	2	16.0	M	M	5.0
585.946292	3.0	trials	2	17.0	I	I	8.0
589.0564586666666	3.0	trials	2	18.0	T	T	11.0
592.1565253333333	3.0	trials	2	19.0	P	P	7.0
595.2657253333333	3.0	trials	2	20.0	X	M	6.0
598.3857253333333	3.0	trials	2	21.0	M	M	9.0
601.4959253333333	3.0	trials	2	22.0	R	R	2.0
604.6058919999999	3.0	trials	2	23.0	I	I	1.0
607.726092	3.0	trials	2	24.0	T	T	12.0
610.896092	3.0	trials	2	25.0	T	T	12.0
613.995092	3.0	trials	2	26.0	R	R	2.0
617.095292	3.0	trials	2	27.0	X	X	7.0
620.225292	3.0	trials	2	28.0	I	I	11.0
623.315292	3.0	trials	2	29.0	M	M	6.0
626.4155253333333	3.0	trials	2	30.0	P	P	10.0
629.5055253333333	3.0	trials	2	31.0	T	T	4.0
632.614692	3.0	trials	2	32.0	I	I	1.0
635.714692	3.0	trials	2	33.0	R	R	9.0
638.8248586666666	3.0	trials	2	34.0	P	P	3.0
641.944892	3.0	trials	2	35.0	M	M	5.0
645.0650919999999	3.0	trials	2	36.0	X	X	8.0
648.174092	3.0	trials	2	37.0	I	I	9.0
651.274292	3.0	trials	2	38.0	R	R	1.0
654.3742253333332	3.0	trials	2	39.0	M	M	12.0
657.474292	3.0	trials	2	40.0	P	M	10.0
660.5645253333332	3.0	trials	2	41.0	T	T	4.0
663.6644919999999	3.0	trials	2	42.0	X	X	5.0
666.753692	3.0	trials	2	43.0	I	I	8.0
669.8636586666667	3.0	trials	2	44.0	R	R	2.0
672.9736253333333	3.0	trials	2	45.0	P	P	11.0
676.0737253333333	3.0	trials	2	46.0	M	M	7.0
679.194092	3.0	trials	2	47.0	T	X	3.0
682.2930919999999	3.0	trials	2	48.0	X	X	6.0
853.980416	148.93600000000004	epochs	3				
853.980416	3.0	trials	3	1.0	I	I	9.0
857.0805493333334	3.0	trials	3	2.0	T	T	2.0
860.170616	3.0	trials	3	3.0	R	R	3.0
863.270816	3.0	trials	3	4.0	P	P	7.0
866.360816	3.0	trials	3	5.0	X	X	6.0
869.4608493333334	3.0	trials	3	6.0	M	M	1.0
872.5500493333334	3.0	trials	3	7.0	T	T	5.0
875.6500493333333	3.0	trials	3	8.0	R	R	4.0
878.7500493333333	3.0	trials	3	9.0	P	P	12.0
881.8602826666666	3.0	trials	3	10.0	I	I	8.0
884.980416	3.0	trials	3	11.0	M	M	11.0
888.100416	3.0	trials	3	12.0	X	X	10.0
891.229616	3.0	trials	3	13.0	R	R	2.0
894.349616	3.0	trials	3	14.0	P	P	11.0
897.4495826666666	3.0	trials	3	15.0	T	T	5.0
900.5598493333333	3.0	trials	3	16.0	X	X	7.0
903.6597826666666	3.0	trials	3	17.0	I	I	4.0
906.7489826666666	3.0	trials	3	18.0	M	M	8.0
909.8790493333333	3.0	trials	3	19.0	P	M	12.0
912.9790493333334	3.0	trials	3	20.0	X	X	10.0
916.0692493333333	3.0	trials	3	21.0	I	I	6.0
919.189216	3.0	trials	3	22.0	M	M	9.0
922.289416	3.0	trials	3	23.0	R	R	1.0
925.398416	3.0	trials	3	24.0	T	T	3.0
928.5285493333333	3.0	trials	3	25.0	R	R	3.0
931.6586159999999	3.0	trials	3	26.0	P	P	5.0
934.738616	3.0	trials	3	27.0	X	X	11.0
937.8288493333333	3.0	trials	3	28.0	I	I	9.0
940.907816	3.0	trials	3	29.0	M	M	1.0
944.018016	3.0	trials	3	30.0	T	T	4.0
947.1180493333334	3.0	trials	3	31.0	M	M	7.0
950.2180493333333	3.0	trials	3	32.0	T	T	2.0
953.308216	3.0	trials	3	33.0	I	I	8.0
956.438416	3.0	trials	3	34.0	R	R	6.0
959.547416	3.0	trials	3	35.0	P	R	10.0
962.667416	3.0	trials	3	36.0	X	X	12.0
965.767616	3.0	trials	3	37.0	R	R	9.0
968.867616	3.0	trials	3	38.0	P	R	5.0
971.9675826666667	3.0	trials	3	39.0	M	M	4.0
975.057816	3.0	trials	3	40.0	T	T	11.0
978.1968493333334	3.0	trials	3	41.0	I	I	3.0
981.287016	3.0	trials	3	42.0	X	X	6.0
984.3870493333334	3.0	trials	3	43.0	X	X	1.0
987.4871826666666	3.0	trials	3	44.0	T	T	2.0
990.5872826666666	3.0	trials	3	45.0	P	P	10.0
993.696416	3.0	trials	3	46.0	I	I	12.0
996.806416	3.0	trials	3	47.0	M	M	7.0
999.916416	3.0	trials	3	48.0	R	M	8.0
1265.37039	148.92599999999993	epochs	4				
1265.37039	3.0	trials	4	1.0	I	I	12.0
1268.4906233333334	3.0	trials	4	2.0	M	M	6.0
1271.60059	3.0	trials	4	3.0	X	X	10.0
1274.7297899999999	3.0	trials	4	4.0	R	R	1.0
1277.86979	3.0	trials	4	5.0	T	T	7.0
1280.9498233333334	3.0	trials	4	6.0	P	P	4.0
1284.0500233333332	3.0	trials	4	7.0	M	I	11.0
1287.1401899999998	3.0	trials	4	8.0	X	X	5.0
1290.24019	3.0	trials	4	9.0	P	R	8.0
1293.34919	3.0	trials	4	10.0	T	T	3.0
1296.45919	3.0	trials	4	11.0	I	I	9.0
1299.5693899999999	3.0	trials	4	12.0	R	R	2.0
1302.6993566666665	3.0	trials	4	13.0	R	R	11.0
1305.7995899999999	3.0	trials	4	14.0	I	I	6.0
1308.9185566666665	3.0	trials	4	15.0	X	X	1.0
1311.99859	3.0	trials	4	16.0	T	T	2.0
1315.13879	3.0	trials	4	17.0	M	M	12.0
1318.2288233333334	3.0	trials	4	18.0	P	P	10.0
1321.3190233333332	3.0	trials	4	19.0	P	P	7.0
1324.41899	3.0	trials	4	20.0	X	X	4.0
1327.51819	3.0	trials	4	21.0	R	R	9.0
1330.62819	3.0	trials	4	22.0	M	X	5.0
1333.72819	3.0	trials	4	23.0	I	I	3.0
1336.83839	3.0	trials	4	24.0	T	T	8.0
1339.9486233333332	3.0	trials	4	25.0	R	R	8.0
1343.04759	3.0	trials	4	26.0	I	I	7.0
1346.1676233333333	3.0	trials	4	27.0	M	M	11.0
1349.2676233333332	3.0	trials	4	28.0	X	X	1.0
1352.3578233333333	3.0	trials	4	29.0	T	T	6.0
1355.4480233333334	3.0	trials	4	30.0	P	P	10.0
1358.5480566666665	3.0	trials	4	31.0	M	M	2.0
1361.64719	3.0	trials	4	32.0	P	P	9.0
1364.74719	3.0	trials	4	33.0	R	R	12.0
1367.85719	3.0	trials	4	34.0	T	T	5.0
1370.96739	3.0	trials	4	35.0	I	I	4.0
1374.08739	3.0	trials	4	36.0	X	X	3.0
1377.19739	3.0	trials	4	37.0	T	T	1.0
1380.30659	3.0	trials	4	38.0	M	M	11.0
1383.4066233333333	3.0	trials	4	39.0	X	X	9.0
1386.5068233333332	3.0	trials	4	40.0	P	P	5.0
1389.5867899999998	3.0	trials	4	41.0	R	R	2.0
1392.6768233333332	3.0	trials	4	42.0	I	X	8.0
1395.7759899999999	3.0	trials	4	43.0	M	M	3.0
1398.86619	3.0	trials	4	44.0	T	T	4.0
1401.9761899999999	3.0	trials	4	45.0	R	R	12.0
1405.07639	3.0	trials	4	46.0	P	P	7.0
1408.1863899999998	3.0	trials	4	47.0	I	I	10.0
1411.29639	3.0	trials	4	48.0	X	X	6.0
1593.3014640000001	148.91583333333324	epochs	5				
1593.3014640000001	3.0	trials	5	1.0	R	R	11.0
1596.4013973333335	3.0	trials	5	2.0	M	M	3.0
1599.5316973333333	3.0	trials	5	3.0	P	P	12.0
1602.6217306666667	3.0	trials	5	4.0	T	T	5.0
1605.7208640000001	3.0	trials	5	5.0	I	I	10.0
1608.810864	3.0	trials	5	6.0	X	X	9.0
1611.9008640000002	3.0	trials	5	7.0	I	I	6.0
1615.011064	3.0	trials	5	8.0	X	X	8.0
1618.1010640000002	3.0	trials	5	9.0	T	T	7.0
1621.201064	3.0	trials	5	10.0	M	M	2.0
1624.3102973333334	3.0	trials	5	11.0	R	P	4.0
1627.4202973333333	3.0	trials	5	12.0	P	P	1.0
1630.5304973333334	3.0	trials	5	13.0	I	I	5.0
1633.6604973333335	3.0	trials	5	14.0	P	P	8.0
1636.7404640000002	3.0	trials	5	15.0	R	R	6.0
1639.8307306666668	3.0	trials	5	16.0	X	X	9.0
1642.9198640000002	3.0	trials	5	17.0	T	T	10.0
1646.059864	3.0	trials	5	18.0	M	M	12.0
1649.1598640000002	3.0	trials	5	19.0	P	P	2.0
1652.2600306666668	3.0	trials	5	20.0	X	X	11.0
1655.3500640000002	3.0	trials	5	21.0	I	I	4.0
1658.459264	3.0	trials	5	22.0	M	M	3.0
1661.5692306666667	3.0	trials	5	23.0	R	R	7.0
1664.679264	3.0	trials	5	24.0	T	T	1.0
1667.7994306666667	3.0	trials	5	25.0	R	R	11.0
1670.9294306666668	3.0	trials	5	26.0	X	X	3.0
1674.0094640000002	3.0	trials	5	27.0	P	P	12.0
1677.1084973333334	3.0	trials	5	28.0	T	T	8.0
1680.1988640000002	3.0	trials	5	29.0	M	M	4.0
1683.298864	3.0	trials	5	30.0	I	I	9.0
1686.388864	3.0	trials	5	31.0	X	X	5.0
1689.4790306666669	3.0	trials	5	32.0	P	P	10.0
1692.578064	3.0	trials	5	33.0	R	R	7.0
1695.6882640000001	3.0	trials	5	34.0	M	M	1.0
1698.7882973333335	3.0	trials	5	35.0	T	T	6.0
1701.9082973333334	3.0	trials	5	36.0	I	I	2.0
1705.0284973333335	3.0	trials	5	37.0	X	I	1.0
1708.1584973333333	3.0	trials	5	38.0	M	M	6.0
1711.237464	3.0	trials	5	39.0	R	P	12.0
1714.3476640000001	3.0	trials	5	40.0	P	P	3.0
1717.437864	3.0	trials	5	41.0	I	I	10.0
1720.5278640000001	3.0	trials	5	42.0	T	T	5.0
1723.617864	3.0	trials	5	43.0	P	R	4.0
1726.778064	3.0	trials	5	44.0	I	M	7.0
1729.8770306666668	3.0	trials	5	45.0	T	T	11.0
1732.9972973333333	3.0	trials	5	46.0	R	R	8.0
1736.1072973333335	3.0	trials	5	47.0	X	X	9.0
1739.2172973333334	3.0	trials	5	48.0	M	M	2.0
1966.9804486666667	148.98483333333343	epochs	6				
1966.9804486666667	3.0	trials	6	1.0	T	T	2.0
1970.0805153333336	3.0	trials	6	2.0	X	X	3.0
1973.2095153333335	3.0	trials	6	3.0	R	R	10.0
1976.3096486666668	3.0	trials	6	4.0	M	M	8.0
1979.3996820000002	3.0	trials	6	5.0	P	P	5.0
1982.4899153333336	3.0	trials	6	6.0	I	I	7.0
1985.5899486666667	3.0	trials	6	7.0	I	I	9.0
1988.690082	3.0	trials	6	8.0	T	T	6.0
1991.789082	3.0	trials	6	9.0	X	X	1.0
1994.8890820000001	3.0	trials	6	10.0	R	P	4.0
1997.9992486666667	3.0	trials	6	11.0	P	P	11.0
2001.1092820000001	3.0	trials	6	12.0	M	R	12.0
2004.2294820000002	3.0	trials	6	13.0	P	P	11.0
2007.3585153333333	3.0	trials	6	14.0	X	X	5.0
2010.4885153333335	3.0	trials	6	15.0	I	I	4.0
2013.608682	3.0	trials	6	16.0	T	T	9.0
2016.6988820000001	3.0	trials	6	17.0	M	M	12.0
2019.7989486666668	3.0	trials	6	18.0	R	R	10.0
2022.8890820000001	3.0	trials	6	19.0	X	X	8.0
2025.988082	3.0	trials	6	20.0	R	R	7.0
2029.078082	3.0	trials	6	21.0	I	I	2.0
2032.198082	3.0	trials	6	22.0	T	T	3.0
2035.3082820000002	3.0	trials	6	23.0	M	M	1.0
2038.438282	3.0	trials	6	24.0	P	R	6.0
2041.5585153333334	3.0	trials	6	25.0	P	P	9.0
2044.6875153333335	3.0	trials	6	26.0	X	X	2.0
2047.7675153333334	3.0	trials	6	27.0	I	I	10.0
2050.887648666667	3.0	trials	6	28.0	T	T	4.0
2053.977848666667	3.0	trials	6	29.0	M	M	7.0
2057.067948666667	3.0	trials	6	30.0	R	R	6.0
2060.1569486666667	3.0	trials	6	31.0	T	T	8.0
2063.257082	3.0	trials	6	32.0	M	M	1.0
2066.357082	3.0	trials	6	33.0	P	P	11.0
2069.4572820000003	3.0	trials	6	34.0	R	R	3.0
2072.567082	3.0	trials	6	35.0	X	X	5.0
2075.6672820000003	3.0	trials	6	36.0	I	I	12.0
2078.786515333333	3.0	trials	6	37.0	P	P	4.0
2081.886482	3.0	trials	6	38.0	M	X	2.0
2084.9965153333333	3.0	trials	6	39.0	T	T	10.0
2088.106682	3.0	trials	6	40.0	I	I	7.0
2091.196648666667	3.0	trials	6	41.0	X	X	11.0
2094.316882	3.0	trials	6	42.0	R	R	6.0
2097.4159486666667	3.0	trials	6	43.0	M	M	9.0
2100.5260820000003	3.0	trials	6	44.0	T	T	1.0
2103.616082	3.0	trials	6	45.0	P	R	8.0
2106.7162820000003	3.0	trials	6	46.0	X	X	12.0
2109.856282	3.0	trials	6	47.0	R	M	5.0
2112.965282	3.0	trials	6	48.0	I	I	3.0
2297.5107213333335	149.04596666666657	epochs	7				
2297.5107213333335	3.0	trials	7	1.0	I	I	5.0
2300.6306213333337	3.0	trials	7	2.0	R	R	10.0
2303.7507213333333	3.0	trials	7	3.0	T	T	8.0
2306.8399213333337	3.0	trials	7	4.0	P	P	4.0
2309.930088	3.0	trials	7	5.0	X	X	1.0
2313.060088	3.0	trials	7	6.0	M	M	11.0
2316.160288	3.0	trials	7	7.0	P	P	7.0
2319.260288	3.0	trials	7	8.0	M	M	6.0
2322.359288	3.0	trials	7	9.0	X	X	3.0
2325.4594546666667	3.0	trials	7	10.0	R	R	12.0
2328.5695213333333	3.0	trials	7	11.0	T	T	9.0
2331.7096546666667	3.0	trials	7	12.0	I	I	2.0
2334.8297213333335	3.0	trials	7	13.0	T	T	4.0
2337.9397213333336	3.0	trials	7	14.0	M	M	11.0
2341.058888	3.0	trials	7	15.0	R	R	9.0
2344.188888	3.0	trials	7	16.0	I	I	2.0
2347.2790880000002	3.0	trials	7	17.0	X	X	12.0
2350.379088	3.0	trials	7	18.0	P	P	1.0
2353.4692880000002	3.0	trials	7	19.0	P	P	3.0
2356.579288	3.0	trials	7	20.0	I	I	5.0
2359.678488	3.0	trials	7	21.0	T	T	8.0
2362.7885213333334	3.0	trials	7	22.0	X	X	7.0
2365.8886546666668	3.0	trials	7	23.0	R	R	10.0
2369.018654666667	3.0	trials	7	24.0	M	M	6.0
2372.1387213333333	3.0	trials	7	25.0	T	T	2.0
2375.257654666667	3.0	trials	7	26.0	X	X	5.0
2378.397888	3.0	trials	7	27.0	R	R	11.0
2381.4879213333334	3.0	trials	7	28.0	M	M	9.0
2384.568088	3.0	trials	7	29.0	P	P	4.0
2387.658088	3.0	trials	7	30.0	I	I	6.0
2390.7482880000002	3.0	trials	7	31.0	X	X	7.0
2393.847288	3.0	trials	7	32.0	P	P	8.0
2396.9674880000002	3.0	trials	7	33.0	R	R	10.0
2400.0774880000004	3.0	trials	7	34.0	T	T	1.0
2403.1776213333333	3.0	trials	7	35.0	M	M	3.0
2406.2875213333336	3.0	trials	7	36.0	I	I	12.0
2409.4166880000002	3.0	trials	7	37.0	T	T	5.0
2412.5467213333336	3.0	trials	7	38.0	R	R	12.0
2415.6469213333335	3.0	trials	7	39.0	P	P	10.0
2418.7769213333336	3.0	trials	7	40.0	I	I	6.0
2421.867088	3.0	trials	7	41.0	M	M	3.0
2424.957088	3.0	trials	7	42.0	X	X	9.0
2428.056288	3.0	trials	7	43.0	M	M	11.0
2431.1462546666667	3.0	trials	7	44.0	P	P	8.0
2434.2462880000003	3.0	trials	7	45.0	I	I	2.0
2437.346454666667	3.0	trials	7	46.0	R	R	4.0
2440.4564880000003	3.0	trials	7	47.0	T	T	1.0
2443.556688	3.0	trials	7	48.0	X	X	7.0
2581.2414553333333	149.19500000000016	epochs	8				
2581.2414553333333	3.0	trials	8	1.0	R	R	4.0
2584.3506553333336	3.0	trials	8	2.0	P	P	7.0
2587.4805553333335	3.0	trials	8	3.0	I	I	3.0
2590.600622	3.0	trials	8	4.0	M	M	1.0
2593.690788666667	3.0	trials	8	5.0	X	X	9.0
2596.780788666667	3.0	trials	8	6.0	T	T	11.0
2599.8710220000003	3.0	trials	8	7.0	M	M	5.0
2602.980022	3.0	trials	8	8.0	I	I	8.0
2606.0902220000003	3.0	trials	8	9.0	T	T	10.0
2609.190222	3.0	trials	8	10.0	P	P	2.0
2612.3002220000003	3.0	trials	8	11.0	X	X	6.0
2615.4004553333334	3.0	trials	8	12.0	R	R	12.0
2618.5304553333335	3.0	trials	8	13.0	P	P	5.0
2621.6495886666667	3.0	trials	8	14.0	M	R	12.0
2624.7795886666668	3.0	trials	8	15.0	T	T	10.0
2627.9096553333334	3.0	trials	8	16.0	R	R	1.0
2631.0398886666667	3.0	trials	8	17.0	I	I	6.0
2634.1298553333336	3.0	trials	8	18.0	X	X	2.0
2637.219022	3.0	trials	8	19.0	P	P	8.0
2640.3690220000003	3.0	trials	8	20.0	X	X	3.0
2643.469022	3.0	trials	8	21.0	R	R	11.0
2646.569188666667	3.0	trials	8	22.0	M	M	4.0
2649.679222	3.0	trials	8	23.0	T	T	7.0
2652.7894553333335	3.0	trials	8	24.0	I	I	9.0
2655.9184553333334	3.0	trials	8	25.0	X	X	6.0
2659.0085553333333	3.0	trials	8	26.0	I	I	4.0
2662.088588666667	3.0	trials	8	27.0	R	R	12.0
2665.1786553333336	3.0	trials	8	28.0	M	M	11.0
2668.268822	3.0	trials	8	29.0	T	T	10.0
2671.3988553333334	3.0	trials	8	30.0	P	P	7.0
2674.508022	3.0	trials	8	31.0	T	T	8.0
2677.628188666667	3.0	trials	8	32.0	I	I	1.0
2680.768188666667	3.0	trials	8	33.0	X	X	5.0
2683.8582220000003	3.0	trials	8	34.0	M	M	9.0
2686.9683886666667	3.0	trials	8	35.0	R	R	2.0
2690.087422	3.0	trials	8	36.0	P	P	3.0
2693.2074553333337	3.0	trials	8	37.0	T	T	3.0
2696.3176553333333	3.0	trials	8	38.0	P	P	6.0
2699.407622	3.0	trials	8	39.0	M	M	4.0
2702.4877553333336	3.0	trials	8	40.0	I	I	11.0
2705.5778886666667	3.0	trials	8	41.0	X	X	9.0
2708.7170220000003	3.0	trials	8	42.0	R	R	7.0
2711.857022	3.0	trials	8	43.0	I	I	2.0
2714.977022	3.0	trials	8	44.0	M	R	5.0
2718.087022	3.0	trials	8	45.0	X	X	10.0
2721.217222	3.0	trials	8	46.0	T	T	12.0
2724.326222	3.0	trials	8	47.0	R	R	8.0
2727.4364553333335	3.0	trials	8	48.0	P	P	1.0
